,taus,split,jackknife+,CV+,JAW
0,0.25,0.5392774180047738,0.5211232026379214,0.5200812794030264,0.5308453726697246
1,0.2763157894736842,0.540107203918909,0.5317500680867278,0.5297718107325358,0.5434736952908386
2,0.3026315789473684,0.5389419195132414,0.5496790065528867,0.5351782496036808,0.5621035132556969
3,0.32894736842105265,0.5389419195132414,0.5496374265113066,0.5351782496036808,0.5620619332141168
4,0.35526315789473684,0.5390907093314223,0.5545956959040852,0.5396772633186968,0.5675022696453452
5,0.381578947368421,0.5390907093314223,0.5545956959040852,0.5396772633186968,0.5675022696453452
6,0.40789473684210525,0.5467403462995337,0.560812721758552,0.5509433090965546,0.5675601810533303
7,0.4342105263157895,0.5467403462995337,0.560812721758552,0.5509433090965546,0.5675601810533303
8,0.4605263157894737,0.5469051587019995,0.5645512358862368,0.5521246996312069,0.5734738148550342
9,0.48684210526315785,0.5469051587019995,0.5645512358862368,0.5521246996312069,0.5734738148550342
10,0.513157894736842,0.546624435065283,0.561842638915142,0.547713918383748,0.5710804491453648
11,0.5394736842105263,0.546624435065283,0.561842638915142,0.547713918383748,0.5710804491453648
12,0.5657894736842105,0.5515769599035433,0.5641519676046941,0.5529894092911734,0.5799317983036122
13,0.5921052631578947,0.5515769599035433,0.5641519676046941,0.5529894092911734,0.5799317983036122
14,0.618421052631579,0.5506083224663517,0.5665805655407818,0.5561959704131947,0.5780407160458791
15,0.6447368421052632,0.5506083224663517,0.5665805655407818,0.5561959704131947,0.5780407160458791
16,0.6710526315789473,0.5466568830728354,0.5736197980099678,0.5568190180689723,0.5894187900601239
17,0.6973684210526315,0.5466568830728354,0.5735841473860819,0.5568190180689723,0.5892048863168083
18,0.7236842105263157,0.5492647258830542,0.5733080082836828,0.5563010677104936,0.5890066464515299
19,0.75,0.5431767872614318,0.5703133477854759,0.5588357217039852,0.5827638175603791
