,taus,split,jackknife+,CV+,JAW
0,10151.872105000051,0.5058560028517399,0.5296617002287963,0.5223041138969307,0.5290633396034782
1,11086.40273684216,0.5124564575958602,0.5353132194989925,0.5252822996565523,0.5277202464133943
2,12020.933368684267,0.5083018419125873,0.5330882494755083,0.5299851176283167,0.5261061942056163
3,12955.464000526375,0.5054055242134948,0.5403028629439038,0.5392988199151756,0.5360150065266733
4,13889.994632368482,0.5017511175012134,0.5431404462290164,0.5440361951654616,0.5375337859157754
5,14824.52526421059,0.5052152024562221,0.5422471415884431,0.5405601328672134,0.5403306999758258
6,15759.055896052698,0.502357500808673,0.5408770187337498,0.5355653076822299,0.5419061394738026
7,16693.586527894804,0.5063221783857097,0.5368350878497286,0.5357890552804823,0.5333936436793837
8,17628.117159736914,0.505871558021859,0.5422912646451309,0.5367161550042739,0.5369637977866648
9,18562.64779157902,0.5044537751333871,0.5451838783656566,0.5429521903013176,0.5377955629527126
10,19497.17842342113,0.5067034512690622,0.5445077539461773,0.5450305320330989,0.543493934011053
11,20431.709055263236,0.5044607779920284,0.5409366147432102,0.5475167334756396,0.5387213160432994
12,21366.239687105342,0.49446968722898815,0.5415400207457971,0.5479186087761417,0.5397703342491007
13,22300.770318947452,0.498254869696262,0.5426217269883284,0.5511224508636252,0.5416400180639082
14,23235.30095078956,0.49046381960804003,0.5389552155863774,0.5498556387848466,0.535934008493277
15,24169.83158263167,0.49084650763369775,0.5384691270475506,0.5449909816776269,0.5362412668481273
16,25104.362214473775,0.49367703005932756,0.539385559428633,0.5476917424336561,0.5383871569101584
17,26038.89284631588,0.48751247424077937,0.5366817353894108,0.5396166204896732,0.5311673564768414
18,26973.423478157987,0.49288262356881146,0.5388204011740995,0.5374094927946141,0.5381106259947446
19,27907.954110000097,0.49376058989136484,0.5406866303829784,0.5357059600093896,0.5389080428333488
