,taus,split,jackknife+,CV+,JAW
0,12763.305653712567,0.5004399404773917,0.5449188065036311,0.5311943631289259,0.5440547167955593
1,13898.4022118395,0.4986079917889188,0.5414082879374201,0.5339983599716597,0.5377426494293878
2,15033.498769966434,0.49849147157055185,0.543047485124789,0.5325433199657592,0.5355517043808137
3,16168.595328093368,0.5109072785133096,0.5447122745002896,0.5332068290403377,0.5421850012876988
4,17303.691886220302,0.512151678576352,0.544898067830849,0.5348655991126812,0.543535751061049
5,18438.788444347236,0.513267491574709,0.5467065564702276,0.5335707158976621,0.5425469652378679
6,19573.88500247417,0.522291739885457,0.5498786866812286,0.5389469950763289,0.5436977920225182
7,20708.981560601103,0.5212462962147946,0.5498341526896013,0.540883766699543,0.5407354211747364
8,21844.078118728037,0.5164648115865615,0.5548938097197788,0.5433726454614978,0.5447364356959874
9,22979.17467685497,0.5193913876724924,0.559540752117093,0.5500372998604334,0.5531867100930661
10,24114.271234981905,0.522861588015537,0.5624053017727061,0.553470945192855,0.5565308731829467
11,25249.36779310884,0.5224150196689488,0.5648432295188028,0.5534862740696213,0.5580295283707275
12,26384.464351235772,0.5310160070889623,0.5649523982852828,0.556074606484081,0.5627553780567296
13,27519.560909362706,0.5237494144434486,0.564189360503195,0.5561635522082343,0.5589427474639362
14,28654.65746748964,0.5239172005920811,0.5746060348193646,0.5619252122341257,0.5664822960959018
15,29789.754025616574,0.520961156885183,0.5751456538090712,0.5599138848225393,0.5687416040932968
16,30924.850583743508,0.5145602589710161,0.5751559773436178,0.5588397065659313,0.5742737137828766
17,32059.94714187044,0.5135842440485155,0.5777778269091989,0.5595997572667364,0.5749338654454089
18,33195.043699997375,0.5135571702406722,0.577610627736931,0.5591640786958683,0.5790419275526042
19,34330.14025812431,0.511753866579649,0.5739535180398869,0.5553145538245944,0.5767404016786465
