itrial,dataset,method,coverage,width,L2_lambda
4,airfoil,IF3-jackknife-mm,0.8294010889292196,1.5213842899691588,1.0
4,airfoil,IF3-jackknife+,0.778584392014519,1.3780709535521338,1.0
4,airfoil,IF3-JAWA,0.8892921960072595,1.9944361888913866,1.0
4,airfoil,IF3-JAWAmm,0.9001814882032668,2.0242695394060877,1.0
5,airfoil,IF1-jackknife,0.7295825771324864,1.2243360691121192,1.0
5,airfoil,IF1-jackknife-mm,0.7931034482758621,1.3817550579408717,1.0
5,airfoil,IF1-jackknife+,0.7313974591651543,1.2243360691121192,1.0
5,airfoil,IF1-JAWA,0.867513611615245,1.7356363741918541,1.0
5,airfoil,IF1-JAWA,0.867513611615245,1.7356363741918541,1.0
5,airfoil,IF2-jackknife,0.73502722323049,1.2489130547597829,1.0
5,airfoil,IF2-jackknife-mm,0.8130671506352087,1.449151276742998,1.0
5,airfoil,IF2-jackknife+,0.73502722323049,1.2569820684102744,1.0
5,airfoil,IF2-JAWA,0.8784029038112523,1.8295623871993285,1.0
5,airfoil,IF2-JAWAmm,0.8911070780399274,1.9979984146067582,1.0
5,airfoil,IF3-jackknife,0.73502722323049,1.2879057171258699,1.0
5,airfoil,IF3-jackknife-mm,0.8203266787658802,1.5003799483432445,1.0
5,airfoil,IF3-jackknife+,0.7422867513611615,1.282184983263071,1.0
5,airfoil,IF3-JAWA,0.896551724137931,1.889551135283634,1.0
5,airfoil,IF3-JAWAmm,0.9074410163339383,2.037605209183303,1.0
6,airfoil,IF1-jackknife,0.8275862068965517,1.5127757891648423,1.0
6,airfoil,IF1-jackknife-mm,0.8439201451905626,1.6348878534863196,1.0
6,airfoil,IF1-jackknife+,0.8275862068965517,1.5036608605883972,1.0
6,airfoil,IF1-JAWA,0.9165154264972777,1.9423992788960502,1.0
6,airfoil,IF1-JAWA,0.9165154264972777,1.9423992788960502,1.0
6,airfoil,IF2-jackknife,0.838475499092559,1.5352379522273076,1.0
6,airfoil,IF2-jackknife-mm,0.852994555353902,1.68994223086292,1.0
6,airfoil,IF2-jackknife+,0.838475499092559,1.5288741249229234,1.0
6,airfoil,IF2-JAWA,0.9219600725952813,1.9609800649790703,1.0
6,airfoil,IF2-JAWAmm,0.9237749546279492,2.0189385669247546,1.0
6,airfoil,IF3-jackknife,0.8275862068965517,1.5196093238961748,1.0
6,airfoil,IF3-jackknife-mm,0.8983666061705989,1.8133517010868243,1.0
6,airfoil,IF3-jackknife+,0.822141560798548,1.5015490838003789,1.0
6,airfoil,IF3-JAWA,0.9401088929219601,2.0048810561928923,1.0
6,airfoil,IF3-JAWAmm,0.9437386569872959,2.1600728339291297,1.0
7,airfoil,IF1-jackknife,0.7150635208711433,1.1126586376046061,1.0
7,airfoil,IF1-jackknife-mm,0.7931034482758621,1.2183103554298318,1.0
7,airfoil,IF1-jackknife+,0.720508166969147,1.1126586376046061,1.0
7,airfoil,IF1-JAWA,0.8620689655172413,1.6464006430889455,1.0
7,airfoil,IF1-JAWA,0.8620689655172413,1.6464006430889455,1.0
7,airfoil,IF2-jackknife,0.7622504537205081,1.190499746804695,1.0
7,airfoil,IF2-jackknife-mm,0.8112522686025408,1.3192738365902341,1.0
7,airfoil,IF2-jackknife+,0.7549909255898367,1.1813549258266927,1.0
7,airfoil,IF2-JAWA,0.8638838475499092,1.7435329585212962,1.0
7,airfoil,IF2-JAWAmm,0.852994555353902,1.6123314230149721,1.0
7,airfoil,IF3-jackknife,0.7695099818511797,1.1982763706773278,1.0
7,airfoil,IF3-jackknife-mm,0.8112522686025408,1.3312798263163745,1.0
7,airfoil,IF3-jackknife+,0.7713248638838476,1.203006837642795,1.0
7,airfoil,IF3-JAWA,0.8747731397459165,1.757724569608529,1.0
7,airfoil,IF3-JAWAmm,0.8566243194192378,1.6324631514178551,1.0
8,airfoil,IF1-jackknife,0.7422867513611615,1.4854311649621046,1.0
8,airfoil,IF1-jackknife-mm,0.7749546279491834,1.6424950686071966,1.0
8,airfoil,IF1-jackknife+,0.7422867513611615,1.4614081798663963,1.0
8,airfoil,IF1-JAWA,0.8820326678765881,2.0698843862193925,1.0
8,airfoil,IF1-JAWA,0.8820326678765881,2.0698843862193925,1.0
8,airfoil,IF2-jackknife,0.7568058076225045,1.542121111057444,1.0
8,airfoil,IF2-jackknife-mm,0.8021778584392014,1.7343960767959792,1.0
8,airfoil,IF2-jackknife+,0.7422867513611615,1.5386089056261865,1.0
8,airfoil,IF2-JAWA,0.8874773139745916,2.2502008613763165,1.0
8,airfoil,IF2-JAWAmm,0.8765880217785844,2.283071555202743,1.0
8,airfoil,IF3-jackknife,0.7568058076225045,1.5557096382731892,1.0
