itrial,dataset,method,coverage,width,L2_lambda
2,wine,IF1-jackknife+,0.865,2.337325830258921,4.0
2,wine,IF1-JAWA,0.865,2.3463377868309765,4.0
2,wine,IF1-JAWAmm,0.89,2.457797926019162,4.0
2,wine,IF2-jackknife,0.875,2.3836332654843995,4.0
2,wine,IF2-jackknife-mm,0.92,2.623905061244353,4.0
2,wine,IF2-jackknife+,0.88,2.384254564751136,4.0
2,wine,IF2-JAWA,0.88,2.4022111067943457,4.0
2,wine,IF2-JAWAmm,0.92,2.6228031723912113,4.0
2,wine,IF3-jackknife,0.875,2.3851435419257387,4.0
2,wine,IF3-jackknife-mm,0.945,3.196998224396675,4.0
2,wine,IF3-jackknife+,0.88,2.4075442904424444,4.0
2,wine,IF3-JAWA,0.88,2.4479220781947166,4.0
2,wine,IF3-JAWAmm,0.945,3.1952917967386374,4.0
2,wine,IF1-jackknife,0.93,2.6754982075830567,8.0
2,wine,IF1-jackknife-mm,0.94,2.794181922292151,8.0
2,wine,IF1-jackknife+,0.93,2.651270353916589,8.0
2,wine,IF1-JAWA,0.93,2.6662938005014256,8.0
2,wine,IF1-JAWAmm,0.935,2.698843865645042,8.0
2,wine,IF2-jackknife,0.93,2.7450399927581763,8.0
2,wine,IF2-jackknife-mm,0.975,7.791714656488134,8.0
2,wine,IF2-jackknife+,0.93,2.696794560031133,8.0
2,wine,IF2-JAWA,0.93,2.7157405283875535,8.0
2,wine,IF2-JAWAmm,0.975,7.780206939175137,8.0
2,wine,IF3-jackknife,0.96,3.161915112892369,8.0
2,wine,IF3-jackknife-mm,0.99,199.307057046762,8.0
2,wine,IF3-jackknife+,0.955,3.4189289945695425,8.0
2,wine,IF3-JAWA,0.96,3.5030189992172325,8.0
2,wine,IF3-JAWAmm,0.98,199.24603694269905,8.0
2,wine,IF1-jackknife,0.925,2.6109846142047948,16.0
2,wine,IF1-jackknife-mm,0.925,2.710123116519196,16.0
2,wine,IF1-jackknife+,0.92,2.6046397972370956,16.0
2,wine,IF1-JAWA,0.925,2.6174144955316136,16.0
2,wine,IF1-JAWAmm,0.925,2.6341785096037733,16.0
2,wine,IF2-jackknife,0.925,2.61359522286131,16.0
2,wine,IF2-jackknife-mm,0.93,2.7342865699373564,16.0
2,wine,IF2-jackknife+,0.925,2.61359522286131,16.0
2,wine,IF2-JAWA,0.925,2.6206926373105284,16.0
2,wine,IF2-JAWAmm,0.925,2.6991936144680957,16.0
2,wine,IF3-jackknife,0.925,2.6136600798938385,16.0
2,wine,IF3-jackknife-mm,0.95,3.399507823319747,16.0
2,wine,IF3-jackknife+,0.925,2.620761036248836,16.0
2,wine,IF3-JAWA,0.925,2.6529584074266497,16.0
2,wine,IF3-JAWAmm,0.945,3.3709913892542227,16.0
2,wine,IF1-jackknife,0.91,2.5990419040355346,32.0
2,wine,IF1-jackknife-mm,0.92,2.6886555379852783,32.0
2,wine,IF1-jackknife+,0.91,2.5990419040355346,32.0
2,wine,IF1-JAWA,0.91,2.6032554983736595,32.0
2,wine,IF1-JAWAmm,0.91,2.6068780003676686,32.0
2,wine,IF2-jackknife,0.915,2.638934303757183,32.0
2,wine,IF2-jackknife-mm,0.92,2.740074048163846,32.0
2,wine,IF2-jackknife+,0.915,2.638934303757183,32.0
2,wine,IF2-JAWA,0.925,2.721975987376143,32.0
2,wine,IF2-JAWAmm,0.92,2.7030729968625558,32.0
2,wine,IF3-jackknife,0.915,2.6392953362402705,32.0
2,wine,IF3-jackknife-mm,0.92,2.741450784388628,32.0
